Source_Name_3FGL,Flux_Density_log,Unc_EnergyFlux100_log,Spec_index,significant_curve_log,variability_log,hr12,hr23,hr34,hr45,GLAT_3FGL_3FGL,Pivot_Energy,Spectrum_Type,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict,Category_Prob
3FGL J1657.6-4653,-31.3006007,-26.4775757,2.0513864,0.291580738,4.03228687,-0.906478218,0.999717878,-0.615208156,-0.504216938,-2.4814136,6493.7676,PowerLaw,0.997875226,0.002124774,0.96437393,0.03562607,0.987719989,0.012280011,0.948306577,0.051693423,0,0,0,0,AGN
3FGL J1659.0-0142,-28.7897038,-27.2258158,2.1946285,0.724918485,4.03571062,-0.392432328,-0.654378747,-0.421792026,-0.867611751,23.907526,1778.4865,PowerLaw,0.997078261,0.002921739,0.971703164,0.028296836,0.940537445,0.059462555,0.941103004,0.058896996,0,0,0,0,AGN
3FGL J1700.4-4019c,-26.9614885,-24.5921022,2.6888115,1.13268232,3.97771805,-0.557150984,-0.438750499,-0.871782888,-0.660959436,1.1909633,1136.6266,PowerLaw,0.017789264,0.982210736,0.771309397,0.228690603,0.599210571,0.400789429,0.305274701,0.694725299,1,0.021,0.244,1,MIXED
3FGL J1701.1-4930,-28.5122438,-26.6680808,2.4388955,0.922810512,3.88721001,0.122686785,-0.878804781,-0.779701042,-0.223040411,-4.5507817,1599.2661,PowerLaw,0.931637005,0.068362995,0.934763572,0.065236428,0.959858215,0.040141785,0.845575194,0.154424806,0,0,0,0,AGN
3FGL J1701.3-5216,-28.4926602,-26.9641754,2.478354,-0.702424482,3.77539785,-0.531675516,-0.796485248,-0.862263087,-0.248996285,-6.2587767,1313.2166,PowerLaw,0.998627306,0.001372694,0.991345556,0.008654444,0.999469472,0.000531,0.962280288,0.037719712,0,0,0,0,AGN
3FGL J1701.4-4654,-27.3573056,-25.9476576,2.6362474,1.11219618,3.88796783,-0.491643252,-0.835814798,-0.707279897,-0.896386163,-2.9957976,1293.0552,PowerLaw,0.024615721,0.975384279,0.564712227,0.435287773,0.584597456,0.415402544,0.34488218,0.65511782,1,0.329,0.17,0.989,MIXED
3FGL J1702.0-5414,-27.4957289,-27.0319419,2.5783155,0.911629204,3.84555195,-0.429551754,-0.805978756,-0.855149571,-0.71311278,-7.533535,859.6861,PowerLaw,0.987691586,0.012308414,0.814870219,0.185129781,0.823134672,0.176865328,0.94672215,0.05327785,0,0,0,0,AGN
3FGL J1702.1-2524,-32.9460703,-27.3716526,1.7593415,-3.3068574,3.2160804,-0.989233603,0.637924881,-0.699354811,0.18789162,9.984092,9226.917,PowerLaw,0.999531907,0.000468,0.996310762,0.003689238,0.99999934,6.6e-07,0.983980522,0.016019478,0,0,0,0,AGN
3FGL J1702.1-4623,-28.4733832,-26.0024443,2.5108716,0.270483522,4.08684635,-0.835983355,-0.736439172,-0.790006512,-0.804725041,-2.7718854,1878.5447,PowerLaw,0.530457735,0.469542265,0.945038179,0.054961821,0.953669447,0.046330553,0.476620956,0.523379044,0,0,0,0.626,MIXED
3FGL J1703.6-2850,-29.9772542,-27.1949408,2.2268481,0.327076593,3.29132664,-0.771035355,-0.492889254,-0.459498819,-0.75602526,7.649657,2325.2954,PowerLaw,0.999172586,0.000827,0.933308863,0.066691137,0.910700655,0.089299345,0.990653664,0.009346336,0,0,0,0,AGN
3FGL J1703.9-4843,-27.2304114,-26.6504378,2.4845402,1.28211681,3.72334054,-0.716886904,-0.546910969,-0.853200841,-0.998143619,-4.435669,1085.2811,PowerLaw,0.020161577,0.979838423,0.183292939,0.816707061,0.23198975,0.76801025,0.501719071,0.498280929,1,0.992,1,0.486,MIXED
3FGL J1704.1+1234,-26.625977,-27.4863757,2.583273,-0.739782498,3.85018324,-0.743684163,-0.77754767,-0.600326969,-0.563107229,29.42443,652.452,PowerLaw,0.999878506,0.000121,0.995415419,0.004584581,0.999695232,0.000305,0.992734319,0.007265681,0,0,0,0,AGN
3FGL J1704.4-0528,-29.0729082,-27.1940942,2.1847432,-1.01747913,3.72962953,-0.091556747,-0.82314371,-0.21399128,-0.686709266,20.797222,1984.9154,PowerLaw,0.999643023,0.000357,0.99553728,0.00446272,0.999821779,0.000178,0.988587861,0.011412139,0,0,0,0,AGN
3FGL J1705.5+0948,-25.5713491,-27.4635623,2.8066092,0.566481196,3.82720928,-0.649886875,-0.866524887,-0.807639776,-0.99984067,27.951149,394.3533,PowerLaw,0.99851426,0.00148574,0.957069242,0.042930758,0.90704029,0.09295971,0.965814972,0.034185028,0,0,0,0,AGN
3FGL J1705.5-4128c,-25.0146234,-25.0244002,2.7672002,0.990549607,3.81052719,-0.732776832,-0.814439769,-0.526573115,-0.744960518,-0.28103146,533.48047,PowerLaw,0.509319547,0.490680453,0.819174796,0.180825204,0.811944973,0.188055027,0.46522507,0.53477493,0.339,0,0.05,0.69,MIXED
3FGL J1707.8+5626,-26.7101716,-28.0338671,2.755204,0.253976881,3.33659998,-0.933437439,-0.320175338,-0.667120632,-0.821636296,36.50531,465.82916,PowerLaw,0.98730569,0.01269431,0.970820008,0.029179992,0.964689871,0.035310129,0.894909915,0.105090085,0,0,0,0,AGN
3FGL J1709.4-0917,-26.8555302,-27.1361157,2.4647532,1.16388348,3.78718537,-0.521545981,-0.652855301,-0.988449654,0.441940111,17.724789,733.3626,PowerLaw,0.988303122,0.011696878,0.988715613,0.011284387,0.981966398,0.018033602,0.921401268,0.078598732,0,0,0,0,AGN
3FGL J1709.5-0335,-26.4157237,-27.1669473,2.5949144,-0.397038561,3.89400322,-0.726029896,-0.784952341,-0.520437963,-0.999743377,20.697418,607.9987,PowerLaw,0.998205462,0.001794538,0.993414895,0.006585105,0.996842545,0.003157455,0.969658108,0.030341892,0,0,0,0,AGN
3FGL J1709.9+4624,-27.9086484,-27.941256,2.514125,-1.07784733,3.74551732,-0.653838178,-0.806023135,-0.44199188,-0.751984389,36.38488,743.33954,PowerLaw,0.999863551,0.000136,0.99556218,0.00443782,0.999835072,0.000165,0.989300055,0.010699945,0,0,0,0,AGN
3FGL J1710.6-4317,-27.4245846,-26.2014179,2.526681,-0.724069423,3.92656661,0.995884805,-0.838804118,-0.659136596,-0.736896136,-2.1112711,1212.9331,PowerLaw,0.66911363,0.33088637,0.985121032,0.014878968,0.999002948,0.000997,0.697619918,0.302380082,0,0,0,0.001,AGN
3FGL J1714.6-3327,-28.8146463,-26.4594978,2.3572257,0.751507217,3.98162724,0.999415928,-0.801318233,-0.238827799,-0.92114094,3.0397296,2048.4678,PowerLaw,0.915796661,0.084203339,0.901989349,0.098010651,0.962778084,0.037221916,0.695288261,0.304711739,0,0,0,0.001,AGN
3FGL J1715.4-4028,-30.1475627,-26.4445593,2.1041749,0.312967656,4.09201794,-0.995312444,0.653108049,-0.061546474,-0.552802224,-1.1736468,4040.0144,PowerLaw,0.998381191,0.001618809,0.970820571,0.029179429,0.997802891,0.002197109,0.95195515,0.04804485,0,0,0,0,AGN
3FGL J1717.6-4404,-25.8235737,-26.4325825,2.639381,0.544294732,3.95083348,-0.675825481,-0.763265836,-0.866519937,-0.612609806,-3.5997066,688.0791,PowerLaw,0.986740348,0.013259652,0.93140359,0.06859641,0.957273685,0.042726315,0.810683457,0.189316543,0,0,0,0,AGN
3FGL J1719.2-2433,-25.5748181,-26.9211662,2.6649535,-0.815366567,3.6816624,-0.802548651,-0.857047527,-0.305289043,-0.795560575,7.3175187,499.76923,PowerLaw,0.996824712,0.003175288,0.99399925,0.00600075,0.999614023,0.000386,0.965935483,0.034064517,0,0,0,0,AGN
3FGL J1720.3-0428,-31.3677054,-27.0749733,2.0862575,-2.65161462,3.98498,-0.670068514,-0.870171359,-0.467303336,-0.243671341,17.923359,4570.244,PowerLaw,0.999561728,0.000438,0.996139074,0.003860926,0.999999195,8.05e-07,0.993980344,0.006019656,0,0,0,0,AGN
3FGL J1720.7+0711,-27.7199987,-27.3022818,2.3511152,0.472285212,3.78591542,-0.624637243,-0.606376154,-0.698002619,-0.746514358,23.413631,1123.7131,PowerLaw,0.997900236,0.002099764,0.978816508,0.021183492,0.944358899,0.055641101,0.978049719,0.021950281,0,0,0,0,AGN
3FGL J1721.4-5253,-27.0726927,-27.0595832,2.5845332,-0.240842075,3.64366946,-0.868261458,-0.474904599,-0.810957682,-0.809848067,-9.101819,813.62524,PowerLaw,0.940167917,0.059832083,0.981766745,0.018233255,0.988158143,0.011841857,0.899621608,0.100378392,0,0,0,0,AGN
3FGL J1721.8-3919,-28.1527295,-26.2606055,2.418196,-1.91387761,3.7817642,-0.927882391,-0.286376199,-0.558985791,-0.918256003,-1.5280867,1634.58,PowerLaw,0.041059749,0.958940251,0.993538428,0.006461572,0.999859693,0.00014,0.549678454,0.450321546,1,0,0,0.215,MIXED
3FGL J1722.7-0415,-28.4141533,-26.8991059,2.2949152,1.30744139,3.52720017,0.999484856,-0.52948319,-0.763442878,-0.999952253,17.516644,1589.2805,PowerLaw,0.178445716,0.821554284,0.337556211,0.662443789,0.231192355,0.768807645,0.45943408,0.54056592,1,0.924,1,0.781,PSR
3FGL J1723.6-3646,-29.4210816,-25.6340429,2.3498077,0.688860405,3.71969921,0.029834341,-0.755378853,-0.630241002,-0.431866016,-0.37606516,2999.1875,PowerLaw,0.546636075,0.453363925,0.91839643,0.08160357,0.917397324,0.082602676,0.483009517,0.516990483,0,0,0,0.616,MIXED
3FGL J1725.0-0513,-31.0222817,-27.1009693,2.0184417,-1.25554733,3.60711051,-0.183714571,-0.78732898,-0.503476493,-0.23511022,16.551367,4275.013,PowerLaw,0.999145804,0.000854,0.995692508,0.004307492,0.999893646,0.000106,0.994949009,0.005050991,0,0,0,0,AGN
3FGL J1725.7-3555c,-29.2305097,-25.3113875,2.4691935,0.459236812,3.92400108,-0.897428032,-0.603596077,-0.4927531,-0.858359334,-0.24421595,3096.1846,PowerLaw,1.99e-05,0.999980096,0.916684721,0.083315279,0.90814212,0.09185788,0.461900724,0.538099276,1,0,0.002,0.708,MIXED
3FGL J1726.6-3530c,-27.4764942,-25.5459118,2.4324825,1.17307985,4.09947082,0.902527118,-0.712933713,-0.697550143,-0.837714015,-0.17308974,1918.955,PowerLaw,0.012341747,0.987658253,0.714761251,0.285238749,0.711001221,0.288998779,0.257586126,0.742413874,1,0.042,0.092,1,MIXED
3FGL J1727.4+0634,-26.5653257,-27.2292981,2.6870856,0.974484543,3.7924831,-0.750277091,-0.733475582,-0.839521852,-0.999176971,21.646387,595.9897,PowerLaw,0.94030526,0.05969474,0.809743893,0.190256107,0.609622367,0.390377633,0.922121844,0.077878156,0,0,0.023,0,AGN
3FGL J1727.6-0654,-27.0876495,-27.0000191,2.4591317,0.587700828,3.91049772,-0.570707555,-0.75011592,-0.639592858,-0.999983556,15.12709,839.2849,PowerLaw,0.993971769,0.006028231,0.957350985,0.042649015,0.893564504,0.106435496,0.936827476,0.063172524,0,0,0,0,AGN
3FGL J1728.0-6446,-25.4473526,-27.6432938,2.9134417,0.024981059,3.91860172,-0.81634576,-0.725624583,-0.929701154,-0.999680554,-16.110563,327.70163,PowerLaw,0.998914746,0.001085254,0.98092416,0.01907584,0.98550107,0.01449893,0.969856667,0.030143333,0,0,0,0,AGN
3FGL J1729.0+6049,-29.2435858,-27.6355831,2.5222747,-0.853189814,3.47770144,-0.761725163,-0.537098087,-0.88331104,-0.561131378,33.41819,1271.819,PowerLaw,0.999879751,0.00012,0.995136463,0.004863537,0.998278617,0.001721383,0.970848921,0.029151079,0,0,0,0,AGN
3FGL J1731.9+5428,-25.2122373,-27.8478186,2.901923,0.45026714,3.67158573,-0.745915657,-0.85938031,-0.867706433,-0.999871979,33.155773,325.1379,PowerLaw,0.996689476,0.003310524,0.95290959,0.04709041,0.916315664,0.083684336,0.937090344,0.062909656,0,0,0,0,AGN
3FGL J1732.4-2709,-28.589205,-26.3433864,2.372964,-1.93257751,3.9468203,0.223868461,-0.830688969,-0.468480652,-0.736902677,3.4026363,1981.4717,PowerLaw,0.994501583,0.005498417,0.99523569,0.00476431,0.999973512,2.65e-05,0.852203073,0.147796927,0,0,0,0,AGN
3FGL J1732.7+5914,-31.8781068,-28.0456248,2.0138314,0.048181598,3.50545073,0.986190549,-0.664035423,-0.640135961,-0.166536506,33.030888,3869.9385,PowerLaw,0.999311224,0.000689,0.994180842,0.005819158,0.995984486,0.004015514,0.989643538,0.010356462,0,0,0,0,AGN
3FGL J1733.5-2811,-28.7193761,-26.1825992,2.4457583,-0.650467265,3.79816247,-0.129233829,-0.844367479,-0.683704763,-0.593944213,2.6422966,2002.3154,PowerLaw,0.514041743,0.485958257,0.989427837,0.010572163,0.998178807,0.001821193,0.675870984,0.324129016,0,0,0,0.003,AGN
3FGL J1733.5-3941,-29.4000539,-26.7858273,2.230005,0.472849638,3.95962416,-0.576502852,-0.828410769,-0.382989346,-0.463401831,-3.610446,2459.8708,PowerLaw,0.999259879,0.00074,0.958942184,0.041057816,0.990216577,0.009783423,0.992940128,0.007059872,0,0,0,0,AGN
3FGL J1733.8-6056,-26.3701234,-27.5710828,2.5818665,-2.41838053,4.03662337,-0.728342257,-0.693000303,-0.877578536,-0.086259084,-14.771928,580.62054,PowerLaw,0.99967851,0.000321,0.996096683,0.003903317,0.99999938,6.2e-07,0.987594282,0.012405718,0,0,0,0,AGN
3FGL J1739.9-3124c,-28.5676801,-25.9456491,2.289428,1.34381148,3.87572215,-0.44337263,-0.68206947,-0.730975961,-0.777302839,-0.2582347,2370.0752,PowerLaw,0.015067935,0.984932065,0.373143058,0.626856942,0.343808896,0.656191104,0.254213377,0.745786623,1,0.775,0.969,1,PSR
3FGL J1740.8-1933,-30.0723686,-26.853383,2.2122772,-1.82451174,3.90102616,-0.511876806,-0.726105248,-0.54565693,-0.480340788,5.8265815,2821.3958,PowerLaw,0.999436333,0.000564,0.995578321,0.004421679,0.99997755,2.24e-05,0.994405561,0.005594439,0,0,0,0,AGN
3FGL J1740.8-6755,-27.5604628,-27.7318833,2.539018,-2.25364884,3.92217138,-0.720261436,-0.774394485,-0.534931113,-0.692561784,-18.73523,721.52386,PowerLaw,0.999926314,7.37e-05,0.995754762,0.004245238,0.999996622,3.38e-06,0.993268739,0.006731261,0,0,0,0,AGN
3FGL J1741.4+0938,-25.981098,-27.1953013,2.7462013,0.929000026,3.84385928,-0.497592476,-0.863818954,-0.763725283,-0.998231287,19.890583,489.81577,PowerLaw,0.980067234,0.019932766,0.877068361,0.122931639,0.758442483,0.241557517,0.92160023,0.07839977,0,0,0,0,AGN
3FGL J1742.4-7237,-24.9265144,-27.7221541,3.047754,-0.48230733,3.763245,-0.903547544,-0.752805078,-0.568723193,-0.679154765,-20.877748,279.39377,PowerLaw,0.999977892,2.21e-05,0.99312171,0.00687829,0.999634991,0.000365,0.984082055,0.015917945,0,0,0,0,AGN
3FGL J1743.9-1310,-29.1894689,-27.0515698,2.2375236,1.07559563,3.86900924,-0.734550923,-0.056255811,-0.63947593,-0.927322332,8.479903,1891.0054,PowerLaw,0.077229073,0.922770927,0.603585015,0.396414985,0.622052374,0.377947626,0.647396322,0.352603678,1,0.207,0.035,0.002,MIXED
3FGL J1744.5-2506,-25.8899705,-26.1620706,2.6355128,0.412413247,3.72813947,-0.706417178,-0.841930831,-0.623945059,-0.949395396,2.205417,785.2678,PowerLaw,0.209540752,0.790459248,0.908323801,0.091676199,0.909761383,0.090238617,0.60487418,0.39512582,1,0,0.001,0.045,MIXED
3FGL J1744.7-3043,-27.8262324,-25.7772621,2.362601,0.942179234,4.06901742,-0.469542245,-0.810612896,-0.652107997,-0.776081184,-0.7640538,1966.6738,PowerLaw,0.060056478,0.939943522,0.784949936,0.215050064,0.790780372,0.209219628,0.339211755,0.660788245,1,0.009,0.006,0.992,MIXED
3FGL J1744.8-1557,-27.7487951,-26.9311428,2.4348285,0.661541543,3.49540462,-0.050615047,-0.655028631,-0.669237084,-0.955873507,6.875933,1072.486,PowerLaw,0.763765664,0.236234336,0.756868725,0.243131275,0.740273352,0.259726648,0.770136824,0.229863176,0,0.001,0.011,0,AGN
3FGL J1745.4+4721,-27.1849303,-27.800946,2.5581224,-3.87081259,4.16695262,-0.668088969,-0.802092712,-0.758853984,-0.047176705,30.430563,638.589,PowerLaw,0.999892016,0.000108,0.996459912,0.003540088,0.999999994,6.15e-09,0.994302609,0.005697391,0,0,0,0,AGN
3FGL J1746.6+0433,-27.7148869,-27.0980708,2.543677,-2.24752932,3.6853849,-0.680586014,-0.833113143,-0.419333557,-0.79967127,16.490934,922.8772,PowerLaw,0.99693733,0.00306267,0.996014488,0.003985512,0.999988437,1.16e-05,0.973769548,0.026230452,0,0,0,0,AGN
3FGL J1747.0-3506,-24.8342863,-26.6954538,2.6669264,0.612653517,4.16650288,-0.702759063,-0.804769702,-0.699427873,-0.824452239,-3.4567804,496.01923,PowerLaw,0.903588708,0.096411292,0.918813428,0.081186572,0.971107682,0.028892318,0.895038743,0.104961257,0,0,0,0,AGN
3FGL J1747.3+0324,-28.6763401,-27.0737718,2.354004,0.123049941,3.69525842,-0.700463336,-0.56303158,-0.543303634,-0.948212742,15.796548,1549.3915,PowerLaw,0.901167181,0.098832819,0.984048056,0.015951944,0.962610376,0.037389624,0.857852554,0.142147446,0,0,0,0,AGN
3FGL J1747.7-2904,-27.5265901,-24.9285905,2.5154424,1.13102323,4.17967909,-0.580386305,-0.681745795,-0.703610427,-0.833524636,-0.47428754,2248.0984,PowerLaw,0.156902349,0.843097651,0.7196413,0.2803587,0.627898888,0.372101112,0.304641576,0.695358424,1,0.076,0.171,1,MIXED
3FGL J1748.0+2701,-29.3149271,-27.7949225,2.2776077,-1.26492707,3.72978793,-0.686704124,-0.508205564,-0.781624186,-0.138633123,25.06391,1419.7521,PowerLaw,0.99855562,0.00144438,0.995795624,0.004204376,0.999944645,5.54e-05,0.9855888,0.0144112,0,0,0,0,AGN
3FGL J1748.5-3912,-27.5253914,-26.9689595,2.3035269,1.02719763,3.95127226,-0.79570848,-0.279838332,-0.739874093,-0.895607065,-5.813875,1216.6359,PowerLaw,0.030001453,0.969998547,0.544029267,0.455970733,0.695556689,0.304443311,0.631168315,0.368831685,1,0.372,0.002,0.009,MIXED
3FGL J1749.7-0305,-27.2454421,-27.0004979,2.4251716,0.179075461,3.8589961,-0.847762165,-0.33207866,-0.735319726,-0.931045595,12.217245,965.7755,PowerLaw,0.372876933,0.627123067,0.982047814,0.017952186,0.961038547,0.038961453,0.760001455,0.239998545,1,0,0,0,MIXED
3FGL J1750.9-2220,-28.4097382,-26.4339837,2.4552777,-1.83246166,3.78222452,-0.694187176,-0.933811157,-0.061982181,-0.665972305,2.3676436,1551.3104,PowerLaw,0.997520848,0.002479152,0.995468054,0.004531946,0.999989688,1.03e-05,0.922978096,0.077021904,0,0,0,0,AGN
3FGL J1754.0-3321,-27.564993,-26.7158868,2.4116216,1.17018011,4.16903064,-0.218664729,-0.813144369,-0.526956652,-0.877317928,-3.8217263,1187.4072,PowerLaw,0.940490485,0.059509515,0.681214436,0.318785564,0.837251705,0.162748295,0.778605848,0.221394152,0,0.027,0,0,AGN
3FGL J1757.8-3126,-27.6220747,-26.6339882,2.4195185,0.971785494,3.65176464,0.007809906,-0.792801407,-0.595669678,-0.900963197,-3.5579176,1230.6384,PowerLaw,0.033418168,0.966581832,0.52732919,0.47267081,0.675432895,0.324567105,0.584660935,0.415339065,1,0.47,0.022,0.074,MIXED
3FGL J1758.8-2402,-30.8423094,-25.9017182,1.9936635,1.05807904,4.00424734,0.989459412,-0.723439719,-0.271968593,-0.688430179,-0.043389253,7594.4507,PowerLaw,0.261972843,0.738027157,0.833058727,0.166941273,0.88342823,0.11657177,0.602798916,0.397201084,1,0.005,0,0.064,MIXED
3FGL J1758.8-2346,-29.869825,-25.7799081,2.0799181,1.21865461,3.73286332,-0.98616584,0.987048967,-0.654219232,-0.627581758,0.08121869,5423.1924,PowerLaw,0.231477342,0.768522658,0.551873369,0.448126631,0.560995492,0.439004508,0.404264205,0.595735795,1,0.35,0.259,0.927,MIXED
3FGL J1758.8-4108,-29.7184663,-27.310335,2.1034415,1.01415782,3.95734071,-0.46608412,-0.026466239,-0.686406374,-0.669614967,-8.483093,2340.99,PowerLaw,0.993810063,0.006189937,0.796939444,0.203060556,0.846977113,0.153022887,0.968886526,0.031113474,0,0,0,0,AGN
3FGL J1759.2-3848,-29.0873951,-27.1092327,2.2362862,1.25044434,3.48002227,0.826857995,-0.474116699,-0.510057201,-0.999997693,-7.426649,1873.4133,PowerLaw,0.408654799,0.591345201,0.214164861,0.785835139,0.410337793,0.589662207,0.488618335,0.511381665,0.94,0.997,0.918,0.593,PSR
3FGL J1759.6-2141,-29.164819,-26.1889706,2.2866268,0.943867571,3.61856562,-0.875647433,-0.582871467,-0.583598168,-0.780112328,0.96073395,2695.3877,PowerLaw,0.355180657,0.644819343,0.57337735,0.42662265,0.5833373,0.4166627,0.597562977,0.402437023,1,0.334,0.158,0.064,MIXED
3FGL J1800.0-2955,-26.4306716,-26.420795,2.663187,1.16568921,3.97128791,-0.323114069,-0.834334395,-0.86167136,-0.618476298,-3.217121,782.9709,PowerLaw,0.902065569,0.097934431,0.729508322,0.270491678,0.78847135,0.21152865,0.764671845,0.235328155,0,0.003,0,0,AGN
3FGL J1801.5-7825,-25.5069754,-27.5517472,2.7548573,-0.848856244,4.48746782,-0.823658559,-0.726584776,-0.689093978,-0.603507526,-24.088339,413.36285,PowerLaw,0.999996405,3.59e-06,0.99516951,0.00483049,0.999961821,3.82e-05,0.995392287,0.004607713,0,0,0,0,AGN
3FGL J1801.6-2213,-31.4769509,-26.1918709,1.9676425,0.609953978,3.69080884,0.998361773,-0.33155664,-0.798986711,-0.154300573,0.3044885,8471.845,PowerLaw,0.715311739,0.284688261,0.945399272,0.054600728,0.951513827,0.048486173,0.653846634,0.346153366,0,0,0,0.008,AGN
3FGL J1802.4-3043,-30.0971474,-26.8709916,2.1106887,0.775667463,3.63500467,-0.81227599,-0.518066655,-0.268717147,-0.733584934,-4.0538535,3343.2532,PowerLaw,0.998722611,0.001277389,0.791538473,0.208461527,0.891832995,0.108167005,0.985795696,0.014204304,0,0.001,0,0,AGN
3FGL J1803.1-2728,-28.5599511,-26.6232125,2.335967,0.714879807,4.04778519,-0.758130512,-0.623094679,-0.722418537,-0.652639767,-2.5874705,1798.0421,PowerLaw,0.982193248,0.017806752,0.885236694,0.114763306,0.925041423,0.074958577,0.931091742,0.068908258,0,0,0,0,AGN
3FGL J1803.3-6706,-28.435802,-27.655804,2.216315,0.585943245,3.76113639,-0.621443528,-0.536766193,-0.61499128,-0.810202656,-20.367874,1349.3534,PowerLaw,0.996021606,0.003978394,0.950132179,0.049867821,0.926893362,0.073106638,0.977418993,0.022581007,0,0,0,0,AGN
3FGL J1804.1+2532,-26.0618668,-27.5957077,2.713649,0.991818524,3.98328031,-0.653731234,-0.956484055,-0.142261985,-0.999978917,21.167765,453.03262,PowerLaw,0.9978969,0.0021031,0.944609001,0.055390999,0.961819139,0.038180861,0.951120539,0.048879461,0,0,0,0,AGN
3FGL J1804.5-0850,-24.8305637,-26.746115,2.7494187,0.433973909,4.01528599,-0.902619066,-0.586653358,-0.535407028,-0.753357438,6.238993,434.67038,PowerLaw,0.999856535,0.000143,0.979024613,0.020975387,0.989784126,0.010215874,0.968364036,0.031635964,0,0,0,0,AGN
3FGL J1805.9+3407,-27.5965986,-27.6399253,2.599087,0.29079719,4.05075886,-0.595934626,-0.551894,-0.860746487,-0.999549735,23.652021,720.79553,PowerLaw,0.986562557,0.013437443,0.983055952,0.016944048,0.961955671,0.038044329,0.939399323,0.060600677,0,0,0,0,AGN
3FGL J1806.2+2744,-27.9426784,-27.6343164,2.4718866,0.892318685,3.76630647,0.128268256,-0.914105056,-0.339814766,-0.933382667,21.51204,836.20135,PowerLaw,0.941264265,0.058735735,0.930245153,0.069754847,0.916605741,0.083394259,0.848935029,0.151064971,0,0,0,0,AGN
3FGL J1806.7-2451,-30.5424187,-26.4744853,2.2089338,0.777198213,3.73014087,-0.799646614,-0.541100939,-0.901131741,-0.112778761,-2.0116851,3998.7556,PowerLaw,0.981073451,0.018926549,0.909867105,0.090132895,0.908466592,0.091533408,0.834717435,0.165282565,0,0,0,0,AGN
3FGL J1806.8+5346,-27.4610634,-27.8573304,2.5622666,-2.19150984,4.20703949,-0.677175777,-0.745586305,-0.827348535,0.033072076,27.996992,676.7966,PowerLaw,0.999892016,0.000108,0.996267499,0.003732501,0.999999569,4.31e-07,0.994170063,0.005829937,0,0,0,0,AGN
3FGL J1808.4-3519,-28.6845204,-27.2188407,2.3089607,1.06594484,3.34774379,-0.654429521,-0.549309035,-0.669943704,-0.999726229,-7.3626337,1420.7488,PowerLaw,0.08416845,0.91583155,0.201218865,0.798781135,0.26756377,0.73243623,0.670117485,0.329882515,1,0.987,1,0,MIXED
3FGL J1808.4-3703,-29.4720728,-27.3682744,2.190946,1.17216624,3.6040789,-0.357504289,-0.450660904,-0.727952428,-0.999886277,-8.188484,1852.5596,PowerLaw,0.071238763,0.928761237,0.224632305,0.775367695,0.281069732,0.718930268,0.57341274,0.42658726,1,0.977,1,0.072,MIXED
3FGL J1809.0+3517,-28.8169591,-27.6729727,2.4414024,0.066810438,3.63758576,-0.631172433,-0.805927078,-0.465907743,-0.520155107,23.382431,1183.0499,PowerLaw,0.99994435,5.56e-05,0.992707706,0.007292294,0.995382796,0.004617204,0.9928212,0.0071788,0,0,0,0,AGN
3FGL J1809.2-2725,-29.1217797,-26.8200896,2.30889,0.884150112,3.62405108,0.999919488,-0.875152041,-0.353578348,-0.729909698,-3.754847,1953.4989,PowerLaw,0.996888743,0.003111257,0.826127642,0.173872358,0.91429985,0.08570015,0.936318136,0.063681864,0,0,0,0,AGN
3FGL J1809.2-2016c,-29.0172769,-25.6739227,2.3257565,0.521028556,3.74119544,-0.604279221,-0.782728609,-0.703642535,-0.714411268,-0.31146845,3090.4744,PowerLaw,0.394912191,0.605087809,0.867813593,0.132186407,0.825007148,0.174992852,0.371713873,0.628286127,1,0.003,0.01,0.97,MIXED
3FGL J1810.7+5335,-32.2234285,-27.8682885,1.780261,0.91091149,3.72249579,-0.99983565,0.998653961,-0.209671017,-0.57217689,27.406288,5348.402,PowerLaw,0.999437216,0.000563,0.953103004,0.046896996,0.950351925,0.049648075,0.988708183,0.011291817,0,0,0,0,AGN
3FGL J1810.8-2412,-29.0090886,-26.1722861,2.3238244,1.34452593,4.12757102,0.999765812,-0.775365337,-0.727551516,-0.78709105,-2.5245562,2608.4346,PowerLaw,0.046833037,0.953166963,0.596283188,0.403716812,0.628425068,0.371574932,0.523084265,0.476915735,1,0.269,0.117,0.379,MIXED
3FGL J1813.6-6845,-28.4233492,-27.7213187,2.3780394,0.851626336,3.81534976,0.103784632,-0.607256366,-0.914591023,-0.492143707,-21.846052,998.87573,PowerLaw,0.996779396,0.003220604,0.961909473,0.038090527,0.925022948,0.074977052,0.938363141,0.061636859,0,0,0,0,AGN
3FGL J1813.6+2820,-29.8964916,-27.6847767,2.2067995,-0.055594584,3.65871317,-0.637964417,-0.757464455,-0.401428849,-0.598387034,20.175198,1935.4927,PowerLaw,0.99984418,0.000156,0.992705707,0.007294293,0.994892688,0.005107312,0.996619651,0.003380349,0,0,0,0,AGN
